Data;Estação;Latitude;Longitude;Radiação Solar (W/m2);Precipitação (mm);Vel do Vento Média (km/h);Temp. Mínima (°C);Temp. Média (°C);Temp. Máxima (°C);Umidade Rel. Mín. (%);Umidade Rel. Média (%);Umidade Rel. Máxima (%);Rajada de Vento (km/h);Evapotranspiração (mm)
"07/11/2025 - 03:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";0;0;7,1;15,76;16;16,23;86,07;87,59;88,87;18,4;
"07/11/2025 - 04:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";0;0;7,9;15,24;15,46;15,71;88,23;89,08;90,37;19,4;
"07/11/2025 - 05:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";0;0;8,1;14,92;15,05;15,28;89,15;90,21;90,98;22,3;
"07/11/2025 - 06:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";77;0;6,4;15,12;15,6;16,39;85,26;87,6;89,48;17,3;
"07/11/2025 - 07:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";234;0;7,7;16,58;17,4;18,46;74,82;79,73;82,45;23;
"07/11/2025 - 08:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";447;0;7,4;18,48;19,8;21,11;64,94;70,7;75,84;21,6;
"07/11/2025 - 09:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";656;0;5,7;21,52;23,07;24,17;56,74;61,36;68,07;16,9;
"07/11/2025 - 10:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";956;0;7,4;24,54;25,53;26,6;51,63;54,11;56,96;18,7;
"07/11/2025 - 11:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";1058;0;7,6;26,56;27,38;28,76;46,55;50,44;54,96;20,9;
"07/11/2025 - 12:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";1132;0;10;28,36;28,93;29,76;47,9;51,03;54,08;23;
"07/11/2025 - 13:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";1020;0;12,7;30,09;30,67;31,39;42,08;45,64;47,87;28,1;
"07/11/2025 - 14:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";865;0;10,5;30,61;31,3;31,85;41,85;44,17;46,85;24,1;
"07/11/2025 - 15:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";651;0;11,2;30,78;31,7;32,24;41,43;43,42;44,39;29,5;
"07/11/2025 - 16:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";445;0;9,7;31,62;31,84;32,15;42,32;43,92;45,66;29,9;
"07/11/2025 - 17:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";241;0;9,4;30,47;30,99;31,44;44,25;46,16;48,22;19,8;
"07/11/2025 - 18:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";38;0;5,3;28,68;29,47;30,35;48,4;52,77;56,77;16,2;
"07/11/2025 - 19:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";0;0;3,6;27,95;28,27;28,58;57,22;58,42;59,63;8,3;
"07/11/2025 - 20:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";0;0;4,2;27,67;27,91;28,04;58,06;58,94;60;7,6;
"07/11/2025 - 21:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";0;0;4,4;27,22;27,87;28,19;57,17;59,52;64,32;13,7;
"07/11/2025 - 22:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";0;0;8,9;24,27;25,75;27,37;62,52;70,6;77,1;28,8;
"07/11/2025 - 23:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";0;0;6,8;25;25,59;26,11;69,88;71,65;74,66;11,9;
"08/11/2025 - 00:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";0;0;11;22,77;24,32;26,07;70,33;80,32;90,43;25,9;2,4
"08/11/2025 - 01:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";0;0;12,2;23,8;23,93;24,06;80,75;82,78;84,41;27,7;
"08/11/2025 - 02:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";0;0;12,1;23,43;23,65;23,8;84,39;85,87;87,83;23;
"08/11/2025 - 03:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";0;0;7,1;22,01;22,87;23,5;87,75;91,71;97,39;20,2;
"08/11/2025 - 04:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";0;0,2;3,2;21,05;22,23;22,81;91,32;94,8;99,99;14,8;
"08/11/2025 - 05:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";0;0,2;1,9;20,61;20,75;20,95;99,97;99,97;99,98;7,6;
"08/11/2025 - 06:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";0;5,8;2,3;20,71;20,87;21,02;99,97;99,97;99,98;17,6;
"08/11/2025 - 07:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";0;8,4;5,4;20,68;20,96;21,11;99,97;99,97;99,97;13,3;
"08/11/2025 - 08:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";10;1,4;8,3;20,51;20,62;20,71;99,97;99,97;99,97;15,5;
"08/11/2025 - 09:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";127;0;10,9;20,17;20,61;20,76;98,13;99,82;100;25,2;
"08/11/2025 - 10:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";347;0;6,1;20,7;21,18;21,73;89,97;93,97;99,35;15,1;
"08/11/2025 - 11:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";330;0;7,7;21,44;21,72;21,99;88,21;92,27;95,68;15,8;
"08/11/2025 - 12:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";373;0,2;8,9;21,63;21,84;22,14;87,27;90,22;92,71;24,5;
"08/11/2025 - 13:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";405;0;9,1;22,12;22,45;22,76;87,21;88,89;92,31;19,8;
"08/11/2025 - 14:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";362;0;12,1;22,39;22,62;23,01;85,98;88,78;91,95;25,6;
"08/11/2025 - 15:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";465;0;13;22,35;22,58;22,93;80,67;85,03;88,6;25,9;
"08/11/2025 - 16:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";350;0;14,2;21,88;22,51;23,14;75,07;79,32;83,94;34,9;
"08/11/2025 - 17:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";188;0;9,1;21,69;22,01;22,41;75,07;77,41;79,83;19,8;
"08/11/2025 - 18:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";43;0;4,5;20,97;21,46;21,77;78,89;82,97;86,07;10,4;
"08/11/2025 - 19:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";0;0;5,7;20,56;20,77;21,02;85,01;87,14;88,12;11,9;
"08/11/2025 - 20:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";0;0;6,4;20,29;20,49;20,81;85,01;87,64;89,28;14;
"08/11/2025 - 21:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";0;0;8;19,43;19,82;20,2;85,93;87,55;89,42;18,4;
"08/11/2025 - 22:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";0;0;8;19,19;19,4;19,65;83,89;84,49;85,43;15,1;
"08/11/2025 - 23:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";0;0;7,7;18,57;18,82;19,18;84,65;86,41;87,83;14,4;
"09/11/2025 - 00:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";0;0;5,5;17,36;18,04;18,58;86,96;90,63;94,84;13,3;5,5
"09/11/2025 - 01:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";0;0;4,2;17,13;17,38;17,77;95,1;97,89;99,78;12,2;
"09/11/2025 - 02:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";0;0;6,9;17,17;17,43;17,7;88,44;90,25;94,79;20,9;
"09/11/2025 - 03:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";0;0;5,9;16,28;16,65;17,14;88,34;91,24;92,88;18,7;
"09/11/2025 - 04:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";0;0;8,2;15,53;15,84;16,21;91,77;93,12;93,88;18,7;
"09/11/2025 - 05:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";0;0;7,5;15,14;15,41;15,63;90,12;91,15;92,55;18;
"09/11/2025 - 06:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";78;0;7,1;15,14;15,84;16,67;84,82;89,01;93,02;19,8;
"09/11/2025 - 07:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";233;0;8,1;16,88;17,45;18,17;78,64;81,82;84,38;22,3;
"09/11/2025 - 08:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";463;0;8,8;18,27;19,04;19,77;72,7;75,48;78,7;26,3;
"09/11/2025 - 09:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";652;0;8,6;19,95;20,76;21,73;66,85;70,35;75,16;24,1;
"09/11/2025 - 10:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";974;0;7,4;21,32;22,13;22,69;65,17;67,22;70,66;16,6;
"09/11/2025 - 11:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";1103;0;6,8;22,63;23,46;24,29;61,63;64,54;68,97;18,7;
"09/11/2025 - 12:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";1205;0;5,2;24,3;24,85;25,72;52,2;59,32;64,78;14,8;
"09/11/2025 - 13:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";1068;0;4,1;24,8;25,91;26,96;53,69;57,41;63,56;11,5;
"09/11/2025 - 14:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";881;0;4,5;25,71;26,53;27,36;47,19;52,42;58,5;15,5;
"09/11/2025 - 15:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";765;0;5;26,08;26,67;27,08;46,75;50,56;54,85;17,6;
"09/11/2025 - 16:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";512;0;4,2;26,5;26,87;27,27;44,7;48,76;52,27;16,9;
"09/11/2025 - 17:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";232;0;4,6;25,35;25,71;26,35;46,68;50,4;52,49;14,8;
"09/11/2025 - 18:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";42;0;3,3;22,44;23,84;25,14;51,4;58,21;65,87;16,6;
"09/11/2025 - 19:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";0;0;5,9;21,17;21,84;22,52;63,81;66,21;67,84;17,6;
"09/11/2025 - 20:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";0;0;5,3;19,9;20,54;21,06;67,28;69,48;73,04;19,1;
"09/11/2025 - 21:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";0;0;7,4;18,79;19,26;19,76;73,51;75,38;77,03;18,4;
"09/11/2025 - 22:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";0;0;7,5;17,34;18,09;18,63;77,76;80,31;83,86;19,1;
"09/11/2025 - 23:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";0;0;6,3;16,61;17,11;17,61;81,27;82,74;83,78;18;
"10/11/2025 - 00:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";0;0;6,6;16,11;16,33;16,59;83,04;83,85;84,86;16,2;5,9
"10/11/2025 - 01:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";0;0;6,9;15,37;15,69;16,02;83,72;85,33;86,78;23,4;
"10/11/2025 - 02:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";0;0;8,2;14,98;15,24;15,46;85,06;86,39;87,75;27;
"10/11/2025 - 03:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";0;0;8,4;15,04;15,14;15,29;79,52;82,37;86,22;27,4;
"10/11/2025 - 04:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";0;0;9;14,61;14,82;14,97;79,5;80,49;81,63;20,9;
"10/11/2025 - 05:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";0;0;6,6;13,94;14,29;14,5;79,37;81,92;84,96;16,9;
"10/11/2025 - 06:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";87;0;4,8;13,6;14,24;15,38;79,32;84,86;88,39;12,2;
"10/11/2025 - 07:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";235;0;8,2;15,45;16,59;17,49;66,13;71,31;78,52;22;
"10/11/2025 - 08:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";467;0;9,2;17,73;18,44;19,14;57,53;61,87;66,14;23;
"10/11/2025 - 09:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";651;0;9,9;19,01;19,97;21,05;50,17;55,79;60,84;25,6;
"10/11/2025 - 10:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";976;0;8,5;20,82;21,67;22,35;43,99;48,7;52,55;23,8;
"10/11/2025 - 11:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";1124;0;7,1;22,02;22,88;23,57;43,71;47,94;51,97;18;
"10/11/2025 - 12:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";1181;0;6,3;23,45;23,96;24,66;39,82;44,52;48,02;15,8;
"10/11/2025 - 13:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";1072;0;5,5;24,6;25,31;25,92;37,49;40,2;46,4;14,8;
"10/11/2025 - 14:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";910;0;6,4;25,33;25,91;26,22;34,79;38,16;42,8;16,6;
"10/11/2025 - 15:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";717;0;6,3;25,98;26,45;26,83;34,49;36,8;39,54;16,6;
"10/11/2025 - 16:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";497;0;5,6;26,24;26,44;26,94;34,92;36,97;38,71;14,4;
"10/11/2025 - 17:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";267;0;4,8;25,6;26,08;26,4;35,17;37,73;40,51;16,9;
"10/11/2025 - 18:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";62;0;4,4;23,68;24,43;25,6;38,71;43,87;46,36;12,6;
"10/11/2025 - 19:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";0;0;5,5;22,27;22,81;23,53;46,44;48,62;50,54;13,3;
"10/11/2025 - 20:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";0;0;7,9;21,06;21,6;22,29;49,86;54,31;57,56;19,8;
"10/11/2025 - 21:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";0;0;10,8;19,24;20,07;20,71;58,75;61,3;64,18;29,5;
"10/11/2025 - 22:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";0;0;11,3;17,62;18,34;19,1;64,76;68,86;72,9;24,5;
"10/11/2025 - 23:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";0;0;9,7;16,55;16,96;17,42;73,42;75,21;76,36;27,7;
"11/11/2025 - 00:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";0;0;8,2;15,92;16,14;16,51;74,42;77,03;78,21;17,6;5,7
"11/11/2025 - 01:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";0;0;7,3;15,46;15,67;16,09;71,48;74,63;76,54;19,4;
"11/11/2025 - 02:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";0;0;8,2;15,32;15,51;15,69;61,68;65,15;71,2;20,9;
"11/11/2025 - 03:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";0;0;9,4;15,28;15,5;15,64;56,47;58,69;61,07;21,6;
"11/11/2025 - 04:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";0;0;9,3;14,49;14,82;15,25;61,5;63,32;65,62;21,6;
"11/11/2025 - 05:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";0;0;9,1;14,12;14,33;14,55;64,25;67,53;71,13;19,4;
"11/11/2025 - 06:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";88;0;7,6;14;14,57;15,21;70,28;71,57;72,62;25,9;
"11/11/2025 - 07:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";227;0;7,9;15,51;16,37;17,47;65,64;68,69;70,11;19,1;
"11/11/2025 - 08:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";451;0;8,1;17,59;18,94;20,19;64,4;65,53;69,32;21,6;
"11/11/2025 - 09:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";627;0;8,1;20,83;22,09;23,35;61,67;63,66;66,2;20,2;
"11/11/2025 - 10:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";933;0;6,5;23,65;24,75;26,07;55,62;58,44;62,48;19,1;
"11/11/2025 - 11:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";1092;0;8,6;26,1;26,64;27,25;56,01;59,36;66,07;26,6;
"11/11/2025 - 12:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";1136;0;7,8;26,87;27,74;28,41;52,39;56,34;59,77;21,2;
"11/11/2025 - 13:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";1043;0;6,8;28,34;29,09;29,9;47,3;51,69;55,88;18,4;
"11/11/2025 - 14:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";854;0;6,2;29,05;29,88;30,26;45,02;48,32;51,41;16,9;
"11/11/2025 - 15:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";702;0;4,9;29,09;30,21;30,72;44,23;48,46;50,96;13;
"11/11/2025 - 16:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";322;0;3,4;28,79;29,64;30,45;43,93;47,92;52,15;8,6;
"11/11/2025 - 17:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";179;0;3;28,67;29,17;29,64;47,12;49,29;51,73;7,9;
"11/11/2025 - 18:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";52;0;1,1;27,46;28,53;29,29;47,36;51,03;55,39;4;
"11/11/2025 - 19:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";0;0;0;27,12;27,66;27,93;51,14;53,03;56,39;1,4;
"11/11/2025 - 20:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";0;0;0,2;26,03;26,66;27,32;54,83;58,21;61,9;4;
"11/11/2025 - 21:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";0;0;0,5;25,45;25,78;26;60,37;61,69;63,2;3,6;
"11/11/2025 - 22:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";0;0;3,2;24,97;25,47;26,12;58,62;61,2;62,94;15,1;
"11/11/2025 - 23:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";0;0;4,5;22,93;23,95;24,98;60,72;66,36;71,54;18,4;
"12/11/2025 - 00:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";0;0;6,7;21,99;22,37;22,95;65,52;71,14;73,63;21,2;7,1
"12/11/2025 - 01:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";0;0;5,9;21,05;21,44;21,86;72,64;73,98;75,37;21,2;
"12/11/2025 - 02:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";0;0;6;20,44;20,65;20,99;73,77;75,9;77,96;16,9;
"12/11/2025 - 03:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";0;0;6,8;20,06;20,31;20,48;74,2;75,71;77,38;22;
"12/11/2025 - 04:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";0;0;12,2;19,48;19,75;20,46;74,33;78,14;79,65;27,4;
"12/11/2025 - 05:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";0;0;10,4;19,38;19,75;20,12;73,64;76,77;79,58;19,8;
"12/11/2025 - 06:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";81;0;10,1;19,91;21,12;21,84;66,61;69,37;75,81;23;
"12/11/2025 - 07:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";226;0;12,9;21,87;23,1;23,81;58,88;62,25;67,14;27,4;
"12/11/2025 - 08:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";448;0;12,5;23,86;24,73;25,67;54,31;56,5;59,14;25,2;
"12/11/2025 - 09:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";618;0;12,1;25,88;26,59;27,28;49,54;51,62;54,5;28,1;
"12/11/2025 - 10:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";920;0;13,1;27,23;28;28,68;46,72;49,57;53,57;31,3;
"12/11/2025 - 11:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";1093;0;12,8;28,84;29,6;30,27;42,76;45,61;47,77;26,6;
"12/11/2025 - 12:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";1133;0;12,2;30,52;31,21;32,05;38,64;40,73;45,88;26,3;
"12/11/2025 - 13:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";1029;0;10,1;31,06;32,01;32,76;37,42;39,01;42,11;33,8;
"12/11/2025 - 14:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";856;0;8,3;31,85;32,67;34,18;34,54;38,28;43,06;23;
"12/11/2025 - 15:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";804;0;6,9;33;33,32;33,62;33,34;35,51;38,49;20,5;
"12/11/2025 - 16:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";500;0;3,9;32,18;32,95;33,64;30,56;34,2;37,72;11,2;
"12/11/2025 - 17:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";171;0;4,4;30,65;31,61;32,7;35,95;39,9;42,75;14,8;
"12/11/2025 - 18:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";32;0;5;29,83;30,42;30,8;41,02;42,84;45,61;13;
"12/11/2025 - 19:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";0;0;4,1;29,19;29,53;29,77;44,35;45,63;47,15;9;
"12/11/2025 - 20:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";0;0;5;28,29;28,66;29,12;45,33;47,45;48,8;11,2;
"12/11/2025 - 21:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";0;0;4,7;27,78;28,37;28,74;46,77;48,34;50,28;10,1;
"12/11/2025 - 22:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";0;0;5,6;27,92;28,11;28,37;48,27;49,16;50,04;11,9;
"12/11/2025 - 23:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";0;0;11,9;22,94;26,64;28,19;47,57;57;77,96;51,5;
"13/11/2025 - 00:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";0;1;13,1;20,33;21,44;22,59;80,86;88,22;98,03;32,4;4,1
"13/11/2025 - 01:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";0;4;8,1;19,28;19,51;19,89;99,85;99,97;99,99;22,3;
"13/11/2025 - 02:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";0;0,2;6,2;19,15;19,21;19,27;99,97;99,98;99,98;20,5;
"13/11/2025 - 03:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";0;2,8;5;19,06;19,22;19,44;99,97;99,97;99,98;16,9;
"13/11/2025 - 04:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";0;2;5,7;19,09;19,14;19,2;99,97;99,97;99,97;19,8;
"13/11/2025 - 05:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";0;0,6;4,5;19,04;19,17;19,44;99,97;99,97;99,99;15,1;
